"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name"
"WONCF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WING ON CO INTL LTD","N","N","","Wing On Co. International Ltd."
"WONEF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTERONE INC","N","N","","Westerone Inc"
"WOPEF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WOODSIDE PETROLEUM LTD","N","N","Australia","Woodside Petroleum Ltd."
"WOPEY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WOODSIDE PETROL LTD S/ADR","N","N","Australia","Woodside Petroleum Ltd."
"WORC","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","WAKE UP NOW INC","N","N","USA","Wake Up Now, Inc."
"WORGF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WORLD ORGANICS INC","N","N","","World Organics Inc."
"WORX","OTC Link","15/10/2014","OTCQB","N","Common Stock","","WORLDS ONLINE INC","N","N","USA","Worlds Online, Inc."
"WOSCF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WOLSELEY ORD","N","N","Switzerland","Wolseley plc"
"WOSSF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WATER OASIS GROUP LTD","N","N","China","Water Oasis Group Ltd."
"WOSYY","OTC Link","15/10/2014","OTCQX International Premier","N","American Depository Receipts","","WOLSELEY PLC S/ADR NEW","N","N","Switzerland","Wolseley plc"
"WOTC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","W3OTC INC","N","N","USA","W3OTC, Inc."
"WPCZF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WPC RESOURCES INC","N","N","","WPC Resources Inc."
"WPHM","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WINSTON PHARMS INC","N","N","USA","Winston Pharmaceuticals, Inc."
"WPKS","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","WORLD POKER STORE INC","N","N","USA","World Poker Store, Inc. (The)"
"WPMLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTERN PACIFIC MNRLS LTD","N","N","","Western Pacific Minerals Ltd."
"WPPGF","OTC Link","15/10/2014","OTCQB","N","Ordinary Shares","","WPP PLC ORD NEW","N","N","United Kingdom","WPP PLC"
"WPRFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WHITE PINE RESOURCES INC","N","N","Canada","White Pine Resources Inc."
"WPRXF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WILLIAMS GRAND PRIX ORD","N","N","","Williams Grand Prix Holdings Plc"
"WPSHF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTERN POTASH CORP","N","N","Canada","Western Potash Corp."
"WPTH","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WESTPORT ENERGY HLDGS","N","N","USA","Westport Energy Holdings Inc."
"WPTIF","OTC Link","15/10/2014","OTCQX International","N","Ordinary Shares","","WPT INDUSTRIAL RE INVST","N","N","USA","WPT Industrial Real Estate Investment Trust"
"WPUR","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WATERPURE INTL INC","N","N","USA","WaterPure International, Inc."
"WPWR","OTC Link","15/10/2014","OTCQB","N","Common Stock","","WELL POWER INC","N","N","USA","Well Power, Inc."
"WQNI","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WQN INC","N","N","USA","WQN, Inc."
"WQTEF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WEIQIAO TEXTILE CO LTD H","N","N","China","Weiqiao Textile Co., Ltd."
"WQTEY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","WEIQIAO TEXTILE CO ADR","N","N","China","Weiqiao Textile Co., Ltd."
"WRAP","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WRAPMAIL INC","N","N","USA","Wrapmail, Inc."
"WRCDF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WIRECARD AG ORD","N","N","Germany","Wirecard AG"
"WRCKF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WE ROCK AB ORD","N","N","","WE ROCK AB"
"WRDEF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WERELDHAVE NV","N","N","The Netherlands","Wereldhave NV"
"WREFL","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WELLS REAL EST FD XI-A","N","N","USA","Wells Real Estate Fund XI - A"
"WRFX","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WORLDFLIX INC","N","N","USA","WorldFlix, Inc."
"WRGL","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WARRIOR GIRL CORP","N","N","USA","Warrior Girl Corp."
"WRGP","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","WORLD RACING GRP INC","N","N","USA","World Racing Group, Inc."
"WRIT","OTC Link","15/10/2014","OTCQB","N","Common Stock","","WRIT MEDIA GROUP INC","N","N","USA","WRIT Media Group, Inc."
"WRMA","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WIREMEDIA INC","N","N","USA","Wiremedia, Inc."
"WRPSF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WESTERN PACIFIC RES CORP","N","N","Canada","Western Pacific Resources Corp."
"WRRNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTCORE ENERGY LTD","N","N","Canada","Westcore Energy, Ltd."
"WRTBF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WARTSILA CORP B SHS","N","N","Finland","Wartsila Corp."
"WRTBY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WARTSILA CORP UNSP/ADR","N","N","Finland","Wartsila Corp."
"WSBHF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WHISTLER BLACKCOMB HLDGS","N","N","Canada","Whistler Blackcomb Holdings, Inc."
"WSBLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ENHANCED SYSTEMS TECH","N","N","Australia","Enhanced Systems Technologies Ltd."
"WSBLY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","ENHANCED SYSTEMS TECH LTD","N","N","Australia","Enhanced Systems Technologies Ltd."
"WSCC","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","WATERSIDE CAPITAL CORP","N","N","USA","Waterside Capital Corp."
"WSCO","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","WALL STREET MEDIA CO INC","N","N","USA","Wall Street Media Co, Inc."
"WSCRF","OTC Link","15/10/2014","OTCQB","N","Ordinary Shares","","NORTH AMERICAN NICKE INC","N","N","Canada","North American Nickel, Inc."
"WSEYF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WELLSTAR ENERGY CORP NEW","N","N","Canada","Wellstar Energy Corp."
"WSFGQ","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WSB FINANCIAL GROUP INC","N","N","USA","WSB Financial Group, Inc."
"WSFL","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WOODSTOCK HOLDINGS INC","N","N","USA","Woodstock Holdings, Inc."
"WSGF","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WORLD SERIES OF GOLF INC","N","N","USA","World Series of Golf, Inc."
"WSGI","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WORLD SURVEILLANCE GROUP","N","N","USA","World Surveillance Group Inc."
"WSGP","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","WESTERN GRAPHITE INC","N","N","Canada","Western Graphite Inc."
"WSHE","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","E-DEBIT GLOBAL CORP","N","N","Canada","E-Debit Global Corp."
"WSHLY","OTC Link","15/10/2014","OTC Pink Limited","N","American Depository Receipts","","WSP HOLDINGS LTD SP/ADR","N","N","China","WSP Holdings Ltd."
"WSHP","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WASATCH PHARM INC","N","N","USA","Wasatch Pharmaceutical, Inc."
"WSLWY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","WALSIN LIHWA S/ADR 144A","N","N","Taiwan","Walsin Lihwa Corp."
"WSMI","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WISDOM INTL CORP","N","N","USA","Wisdom International Corp."
"WSML","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WHITE SMILE GLOBAL INC","N","N","USA","White Smile Global, Inc."
"WSMTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTMINSTER GROUP PLC ORD","N","N","","Westminster Group Plc"
"WSPBP","OTC Link","15/10/2014","OTCQB","N","Preferred Stock","","WISC PUBLIC SVC 6.76 PR","N","N","USA","Wisconsin Public Service Corp."
"WSPOF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WSP GLOBAL INC","N","N","Canada","WSP Global Inc"
"WSPS","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WINTER SPORTS INC","N","N","USA","Winter Sports, Inc."
"WSRA","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WSTN SIERRA MINING CORP","N","N","USA","Western Sierra Mining Corp."
"WSRFP","OTC Link","15/10/2014","OTCQB","N","Preferred Stock","A","WEBSTER FINCL CORP PFD A","N","N","USA","Webster Financial Corp."
"WSRRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTRIDGE RES INC ORD","N","N","","Westridge Resources, Inc."
"WSRUF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WASECO RESOURCES INC","N","N","Canada","Waseco Resources Inc."
"WSSE","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WALLSTREET SECS INC","N","N","USA","Wallstreet Securities, Inc."
"WSSH","OTC Link","15/10/2014","OTCQB","N","Common Stock","","WEST SHORE BANK CORP","N","N","USA","West Shore Bank Corp."
"WSSRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTSTAR RES CORP NEW","N","N","Canada","Weststar Resources Corp."
"WSSSQ","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WALL STREET STRATEGIES CP","N","N","USA","Wall Street Strategies Corp."
"WSSXF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESSEX EXPL PLC ORD","N","N","","Wessex Exploration PLC"
"WSTI","OTC Link","15/10/2014","OTCQB","N","Common Stock","","WINDSTREAM TECHS INC","N","N","USA","WindStream Technologies, Inc."
"WSTM","OTC Link","15/10/2014","OTC Pink No Information","N","Ordinary Shares","","HRSOFT INC","N","N","USA","HRSoft Inc."
"WSTN","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","WESTLIN CORP","N","N","USA","Westlin Corp."
"WSTR","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","WORLDSTAR ENERGY CORP","N","N","Canada","WorldStar Energy Corp."
"WSZWF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESIZWE PLATINUM ORD","N","N","","Wesizwe Platinum"
"WTAF","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WATAIRE INDUSTRIES INC","N","N","Canada","Wataire Industries Inc."
"WTBCF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WHITBREAD PLC","N","N","United Kingdom","Whitbread Plc"
"WTBCY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WHITBREAD PLC UNSP/ADR","N","N","United Kingdom","Whitbread Plc"
"WTBFA","OTC Link","15/10/2014","OTCQB","N","Common Stock","A","W T B FINANCIAL CRP A","N","N","USA","W.T.B. Financial Corp."
"WTBFB","OTC Link","15/10/2014","OTCQB","N","Common Stock","B","W T B FINANCIAL CRP B","N","N","USA","W.T.B. Financial Corp."
"WTCG","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","W TECHNOLOGIES INC","N","N","USA","W Technologies, Inc."
"WTCRF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WESTERN TROY CAP RES INC","N","N","Canada","Western Troy Capital Resources, Inc."
"WTCZF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","COPPER LAKE RES LTD ORD","N","N","Canada","Copper Lake Resources Ltd."
"WTEC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WESTECH CAPITAL CORP","N","N","USA","Westech Capital Corp"
"WTER","OTC Link","15/10/2014","OTCQB","N","Common Stock","","ALKALINE WATER CO INC","N","N","USA","Alkaline Water Company Inc. (The)"
"WTFNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WORLD TRUST FUND FGN","N","N","","The World Trust Fund SICAF"
"WTFPP","Grey Market","15/10/2014","Grey Market","N","Preferred Stock","","WINTRUST FINCL PFD C","N","N","USA","Wintrust Financial Corp."
"WTFS","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","XINDE TECHNOLOGY CO","N","N","China","Xinde Technology Co"
"WTHEF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WING TAI HOLDINGS LTD","N","N","","Wing Tai Holdings Ltd."
"WTHL","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WHITEHALL ENTERPRS INC","N","N","USA","Whitehall Enterprises, Inc."
"WTHVF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WESTHAVEN VENTURES INC","N","N","","Westhaven Ventures, Inc."
"WTIFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WOTIF.COM HLDGS LTD ORD","N","N","Australia","Wotif.com Holdings Ltd."
"WTIFY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WOTIF.COM HLDGS UNSP/ADR","N","N","Australia","Wotif.com Holdings Ltd."
"WTII","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WATER TECHNOLOGIES INTL","N","N","USA","Water Technologies International,Inc."
"WTKN","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WELLTEK INC","N","N","USA","WellTek Incorporated"
"WTKWY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WOLTERS KLUWER S/ADR","N","N","The Netherlands","Wolters Kluwer N.V."
"WTLC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WESTERN METALS CORP","N","N","USA","Western Metals Corp."
"WTMK","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WHITEMARK HOMES INC","N","N","USA","Whitemark Homes, Inc."
"WTRO","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","WI-TRON INC","N","N","USA","Wi-Tron, Inc."
"WTRSY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WATER RES GRP S/ADR","N","N","Australia","Water Resources Group Ltd"
"WTSHF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WESTSHORE TERM INVST CP","N","N","Canada","Westshore Terminals Investment Corp."
"WTSRF","Grey Market","15/10/2014","Grey Market","N","Fund","","WESTFIELD RETAIL TR STPLD","N","N","","Westfield Retail Trust"
"WTTJ","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WTTJ CORPORATION","N","N","USA","WTTJ Corp"
"WTTZF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WATTS CO LTD","N","N","","Watts Co., Ltd."
"WTWN","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WEST TOWN BANCORP INC","N","N","USA","West Town Bancorp, Inc."
"WTWO","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","W2 ENERGY INC","N","N","Canada","W2 Energy, Inc."
"WTWR","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WATCHTOWER INC","N","N","USA","Watchtower, Inc."
"WTXM","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WINTEX MILL INC","N","N","USA","Wintex Mill, Inc."
"WTXR","OTC Link","15/10/2014","OTCQB","N","Common Stock","","WEST TEXAS RESOURCES INC","N","N","USA","West Texas Resources, Inc."
"WUHN","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WUHAN GENERAL GROUP INC","N","N","USA","Wuhan General Group (China), Inc."
"WUMSF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WUMART STORES INC ORD","N","N","China","Wumart Stores, Inc."
"WUMSY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WUMART STRS INC UNSP/ADR","N","N","China","Wumart Stores, Inc."
"WUYIF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WUYI INTL PHARM CO ORD","N","N","","Wuyi International Pharmaceutical Co., Ltd."
"WVAW","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WEST VIRGINIA WATER CO","N","N","USA","West Virginia-American Water Co."
"WVVEF","OTC Link","15/10/2014","OTC Pink No Information","N","Ordinary Shares","","WORLDVEST EQUITY INC","N","N","USA","WorldVest Equity, Inc."
"WVXI","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","WAVEX INTL INC","N","N","","Wavex International Inc."
"WWAG","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WWA GROUP INC","N","N","USA","WWA Group, Inc."
"WWBP","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WORLDWIDE BIOTCH&PHARM CO","N","N","China","Worldwide Biotech & Pharmaceutical Co."
"WWCC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WORLD WIDE CHILD CARE CRP","N","N","USA","World Wide Child Care Corp."
"WWDA","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","WORLDWIDE AUCTION SLTNS","N","N","USA","Worldwide Auction Solutions, Inc."
"WWDH","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WORLDWIDE HLDGS CORP","N","N","USA","Worldwide Holdings Corp."
"WWEB","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","WWEBNET INC","N","N","USA","WWEBNET, Inc."
"WWEWF","Grey Market","15/10/2014","Grey Market","N","Warrants","","WEST AFRICAN IRN OR 16WTS","N","N","Canada","West African Iron Ore Corp"
"WWEXF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WEST AFRICAN IRON ORE CRP","N","N","Canada","West African Iron Ore Corp"
"WWFS","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WESTWIND FINCL SERVICES","N","N","","Westwind Financial Services"
"WWIO","OTC Link/BB","15/10/2014","OTC Pink Current","N","Common Stock","","WOWIO INC","N","N","USA","Wowio Inc"
"WWNG","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","WW ENERGY INC","N","N","USA","WW Energy, Inc."
"WWNTF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WANT WANT CHINA HLDGS ORD","N","N","China","Want Want China Holdings Ltd"
"WWNTY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WANT WANT CHINA UNSP/ADR","N","N","China","Want Want China Holdings Ltd"
"WWPW","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","WIND WORKS POWER CORP","N","N","Canada","Wind Works Power Corp."
"WWRAF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","3W POWER SA","N","N","","3W Power SA"
"WWRL","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WORLD WIRELESS COMMUN INC","N","N","","World Wireless Communications Inc."
"WWRSY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","GOLIATH GOLD MNG UNSP/ADR","N","N","South Africa","Goliath Gold Mining"
"WWSG","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WORLDWIDE STRATEGIES INC","N","N","USA","Worldwide Strategies, Inc."
"WWST","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WORLD WIDE STONE CORP","N","N","USA","World Wide Stone Corp."
"WXMN","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WAXMAN INDUSTRIES INC","N","N","USA","Waxman Industries, Inc."
"WYDM","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","WYNDMOOR INDUS INC COM","N","N","USA","Wyndmoor Industries, Inc."
"WYGPF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WORLEY PARSONS LTD ORD","N","N","Australia","Worley Parsons Ltd."
"WYGPY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WORLEY PARSONS UNSP/ADR","N","N","Australia","Worley Parsons Ltd."
"WYNMF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WYNN MACAU LTD ORD","N","N","China","Wynn Macau Ltd."
"WYNMY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WYNN MACAU LTD UNSP/ADR","N","N","China","Wynn Macau Ltd."
"WYNYF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","WYNYARD GROUP LTD ORD","N","N","","Wynyard Group Ltd"
"WYPH","Grey Market","15/10/2014","Grey Market","N","Common Stock","","WAYPOINT BIOMED HLDGS INC","N","N","USA","WayPoint Biomedical Holdings, Inc."
"WZENY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","WEBZEN INC ADR","N","N","Korea","Webzen Inc."
"WZGRF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","WESTERNZAGROS RES LTD","N","N","Canada","Westernzagros Resources., Ltd."
"XAARF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XAAR PLC ORD","N","N","","XAAR Plc"
"XAIN","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","XA INC","N","N","USA","XA, Inc."
"XANAF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XANADU MINES LTD ORD","N","N","","Xanadu Mines Ltd"
"XAND","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XANADOO CO","N","N","USA","Xanadoo Company"
"XANDP","Grey Market","15/10/2014","Grey Market","N","Preferred Stock","C","XANADOO CO 6.5% CON PFD","N","N","USA","Xanadoo Company"
"XBIO","OTC Link","15/10/2014","OTCQB","N","Common Stock","","XENETIC BIOSCIENCES INC","N","N","USA","Xenetic Biosciences, Inc."
"XBOR","OTC Link","15/10/2014","OTCQB","N","Common Stock","","CROSS BORDER RES INC","N","N","USA","Cross Border Resources, Inc."
"XBTC","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","XHIBIT CORP","N","N","USA","Xhibit Corp."
"XCLK","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","CROSS CLICK MEDIA INC","N","N","USA","Cross Click Media Inc."
"XCLL","OTC Link","15/10/2014","OTCQB","N","Common Stock","","XCELMOBILITY INC","N","N","USA","XcelMobility Inc."
"XCNGF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XCHANGING PLC LONDON ORD","N","N","","XChanging Plc, London"
"XCPT","Grey Market","15/10/2014","Grey Market","N","Common Stock","","XCANA PETROLEUM CORP","N","N","USA","XCana Petroleum Corp."
"XCRP","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XCORPOREAL INC","N","N","USA","Xcorporeal, Inc."
"XCTGF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XCITE ENERGY LTD ORD","N","N","United Kingdom","XCite Energy Ltd."
"XDRC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XEDAR CORP","N","N","USA","Xedar Corp."
"XDSL","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","MPHASE TECHS INC","N","N","USA","mPhase Technologies, Inc."
"XEBEF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XEBEC ADSORPTION INC","N","N","Canada","Xebec Adsorption Inc."
"XEGYF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XTRACT ENERGY PLC","N","N","","Xtract Energy Plc"
"XELB","OTC Link/BB","15/10/2014","OTCQX U.S.","N","Common Stock","","XCEL BRANDS INC","N","N","USA","Xcel Brands, Inc."
"XENEF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XENETIC BIOSCIENCES ORD","N","N","","Xenetic Biosciences PLC"
"XENO","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","XENO TRANSPLANTS CORP","N","N","USA","Xeno Transplants Corp."
"XEPRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XEMPLAR ENERGY CORP","N","N","Canada","Xemplar Energy Corp."
"XFCH","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","X-FACTOR COMMUNS HLDGS","N","N","USA","X-Factor Communications Holdings, Inc."
"XFMY","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","XFORMITY TECHS INC","N","N","USA","XFormity Technologies, Inc."
"XGEN","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","NEXGEN HOLDINGS CORP","N","N","USA","NexGen Holdings Corp."
"XHFNF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","XINHUA FINANCE LTD ORD","N","N","China","Xinhua Finance Ltd."
"XHUA","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XINHUA CHINA LTD","N","N","China","Xinhua China Ltd."
"XIDEQ","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","EXIDE TECHS","N","N","USA","Exide Technologies"
"XJGTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XINJIANG TIANYE WTR SVG H","N","N","","Xinjiang Tianye Water Saving Irrigation System Co., Ltd"
"XJNGF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","H","XINJIANG GOLDWIND SCI","N","N","","Xinjiang Goldwind Science & Technology Co., Ltd."
"XJXNY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","XINJIANG XINXIN UNS/ADR H","N","N","China","Xinjiang Xinxin Mining Industry Ltd."
"XLEFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XXL ENERGY CORP","N","N","Canada","XXL Energy Corp."
"XLGLF","Grey Market","15/10/2014","Grey Market","N","Preferred Stock","D","XL GROUP LTD PFD D","N","N","Ireland","XL Group Ltd."
"XLPI","Grey Market","15/10/2014","Grey Market","N","Common Stock","","XCELPLUS INTL INC","N","N","USA","Xcelplus International, Inc."
"XLRM","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XLR MEDICAL CORP","N","N","USA","XLR Medical Corp."
"XMET","Grey Market","15/10/2014","Grey Market","N","Common Stock","","XXSTREAM ENTMT INC","N","N","USA","XXStream Entertainment, Inc."
"XMEX","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XEMEX GROUP INC","N","N","USA","Xemex Group Inc."
"XMTTF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","XMET INC ORD","N","N","Canada","Xmet, Inc."
"XNFHF","OTC Link","15/10/2014","OTC Pink No Information","N","Ordinary Shares","","XI'AN 38 FULE HLTH&ADVSRY","N","N","China","Xi'an 38 Fule Health & Advisory Co. Ltd."
"XNGAF","Grey Market","15/10/2014","Grey Market","N","Other Security Type","","XING AG NAMEN -AKT","N","N","","Xing AG"
"XNGIF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","XINGDA INTL HLDGS LTD ORD","N","N","China","Xingda International Holdings Ltd."
"XNGR","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","EXERGETIC ENERGY INC","N","N","USA","Exergetic Energy, Inc."
"XNGSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ENN ENERGY HLDGS LTD","N","N","China","ENN Energy Holdings Ltd."
"XNGSY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","EEN ENERGY HLDGS UNSP/ADR","N","N","China","ENN Energy Holdings Ltd."
